"species","transect","frequency","comment"
"Deyeuxia decipiens","T3",0,""
"Deyeuxia decipiens","T30",0,""
"Dillwynia floribunda","T49",17,""
"Dillwynia floribunda","T7",0,""
"Dillwynia floribunda","T60",0,""
"Dillwynia floribunda","T9",8,""
"Dillwynia floribunda","T24",2,""
"Dillwynia floribunda","T14",0,""
"Dillwynia floribunda","T50",0,""
"Dillwynia floribunda","T39",2,""
"Dillwynia floribunda","T10",1,""
"Dillwynia floribunda","T1",5,""
"Dillwynia floribunda","T22",0,""
"Dillwynia floribunda","T40",0,""
"Dillwynia floribunda","T37",1,""
"Dillwynia floribunda","T41",0,""
"Dillwynia floribunda","T34",0,""
"Dillwynia floribunda","T57",0,""
"Dillwynia floribunda","T35",0,""
"Dillwynia floribunda","T43",0,""
"Dillwynia floribunda","T45",15,""
"Dillwynia floribunda","T8",0,""
"Dillwynia floribunda","T47",1,""
"Dillwynia floribunda","T4",0,""
"Dillwynia floribunda","T44",0,""
"Dillwynia floribunda","T27",12,""
"Dillwynia floribunda","T48",0,""
"Dillwynia floribunda","T53",16,""
"Dillwynia floribunda","T36",0,""
"Dillwynia floribunda","T19",0,""
"Dillwynia floribunda","T30",7,""
"Dillwynia floribunda","T33",0,""
"Dillwynia floribunda","T20",23,""
"Dillwynia floribunda","T5",0,""
"Dillwynia floribunda","T29",3,""
"Dillwynia floribunda","T12",18,""
"Dillwynia floribunda","T32",5,""
"Dillwynia floribunda","T42",0,""
"Dillwynia floribunda","T59",0,""
"Dillwynia floribunda","T46",0,""
"Dillwynia floribunda","T16",0,""
"Dillwynia floribunda","T26",0,""
"Dillwynia floribunda","T17",0,""
"Dillwynia floribunda","T11",11,""
"Dillwynia floribunda","T28",16,""
"Dillwynia floribunda","T18",6,""
"Dillwynia floribunda","T25",0,""
"Dillwynia floribunda","T13",0,""
"Dillwynia floribunda","T38",0,""
"Dillwynia floribunda","T2",22,""
"Dillwynia floribunda","T23",0,""
"Dillwynia floribunda","T21",4,""
"Dillwynia floribunda","T15",0,""
"Dillwynia floribunda","T3",8,""
"Dillwynia floribunda","T6",0,""
"Dillwynia floribunda","T31",10,""
"Drosera binata","T60",0,""
"Drosera binata","T24",4,""
"Drosera binata","T20",0,""
"Drosera binata","T40",0,""
"Drosera binata","T49",0,""
"Drosera binata","T45",0,""
"Drosera binata","T34",0,""
"Drosera binata","T8",0,""
"Drosera binata","T29",0,""
"Drosera binata","T9",0,""
"Drosera binata","T57",0,""
"Drosera binata","T42",0,""
"Drosera binata","T25",1,""
"Drosera binata","T43",0,""
"Drosera binata","T19",0,""
"Drosera binata","T44",0,""
"Drosera binata","T17",0,""
"Drosera binata","T47",0,""
"Drosera binata","T5",0,""
"Drosera binata","T10",12,""
"Drosera binata","T11",0,""
"Drosera binata","T33",3,""
"Drosera binata","T27",0,""
"Drosera binata","T39",0,""
"Drosera binata","T37",0,""
"Drosera binata","T22",0,""
"Drosera binata","T41",0,""
"Drosera binata","T26",1,""
"Drosera binata","T4",0,""
"Drosera binata","T48",0,""
"Drosera binata","T50",0,""
"Drosera binata","T13",10,""
"Drosera binata","T18",0,""
"Drosera binata","T12",2,""
"Drosera binata","T7",0,""
"Drosera binata","T1",0,""
"Drosera binata","T14",0,""
"Drosera binata","T21",2,""
"Drosera binata","T46",0,""
"Drosera binata","T28",1,""
"Drosera binata","T53",0,""
"Drosera binata","T30",0,""
"Drosera binata","T6",0,""
"Drosera binata","T59",21,""
"Drosera binata","T35",0,""
"Drosera binata","T32",0,""
"Drosera binata","T15",9,""
"Drosera binata","T36",0,""
"Drosera binata","T23",3,""
"Drosera binata","T16",0,""
"Drosera binata","T2",0,""
"Drosera binata","T31",0,""
"Drosera binata","T3",0,""
"Drosera binata","T38",0,""
"Drosera peltata","T47",17,""
"Drosera peltata","T24",0,""
"Drosera peltata","T10",0,""
"Drosera peltata","T45",0,""
"Drosera peltata","T33",2,""
"Drosera peltata","T49",0,""
"Drosera peltata","T34",0,""
"Drosera peltata","T20",0,""
"Drosera peltata","T9",0,""
"Drosera peltata","T25",0,""
"Drosera peltata","T30",0,""
"Drosera peltata","T57",0,""
"Drosera peltata","T44",0,""
"Drosera peltata","T42",0,""
"Drosera peltata","T17",8,""
"Drosera peltata","T19",0,""
"Drosera peltata","T11",0,""
"Drosera peltata","T40",0,""
"Drosera peltata","T28",0,""
"Drosera peltata","T13",0,""
"Drosera peltata","T5",0,""
"Drosera peltata","T32",0,""
"Drosera peltata","T12",0,""
"Drosera peltata","T60",0,""
"Drosera peltata","T4",0,""
"Drosera peltata","T29",15,""
"Drosera peltata","T8",0,""
"Drosera peltata","T1",0,""
"Drosera peltata","T21",0,""
"Drosera peltata","T31",0,""
"Drosera peltata","T37",0,""
"Drosera peltata","T50",4,""
"Drosera peltata","T15",0,""
"Drosera peltata","T43",0,""
"Drosera peltata","T59",0,""
"Drosera peltata","T22",0,""
"Drosera peltata","T2",0,""
"Drosera peltata","T39",0,""
"Drosera peltata","T3",0,""
"Drosera peltata","T6",0,""
"Drosera peltata","T46",0,""
"Drosera peltata","T41",0,""
"Drosera peltata","T27",13,""
"Drosera peltata","T18",0,""
"Drosera peltata","T48",4,""
"Drosera peltata","T35",0,""
"Drosera peltata","T53",3,""
"Drosera peltata","T26",0,""
"Drosera peltata","T36",0,""
"Drosera peltata","T14",0,""
"Drosera peltata","T7",7,""
"Drosera peltata","T23",0,""
"Drosera peltata","T16",0,""
"Drosera peltata","T38",0,""
"Drosera pygmaea","T24",0,""
"Drosera pygmaea","T19",0,""
"Drosera pygmaea","T42",0,""
"Drosera pygmaea","T45",0,""
"Drosera pygmaea","T34",0,""
"Drosera pygmaea","T40",0,""
"Drosera pygmaea","T17",1,""
"Drosera pygmaea","T4",0,""
"Drosera pygmaea","T9",0,""
"Drosera pygmaea","T32",0,""
"Drosera pygmaea","T10",0,""
"Drosera pygmaea","T5",0,""
"Drosera pygmaea","T46",0,""
"Drosera pygmaea","T44",0,""
"Drosera pygmaea","T12",0,""
"Drosera pygmaea","T49",0,""
"Drosera pygmaea","T14",0,""
"Drosera pygmaea","T8",0,""
"Drosera pygmaea","T50",0,""
"Drosera pygmaea","T20",0,""
"Drosera pygmaea","T21",0,""
"Drosera pygmaea","T30",0,""
"Drosera pygmaea","T47",0,""
"Drosera pygmaea","T27",0,""
"Drosera pygmaea","T43",0,""
"Drosera pygmaea","T39",0,""
"Drosera pygmaea","T29",0,""
"Drosera pygmaea","T31",0,""
"Drosera pygmaea","T2",0,""
"Drosera pygmaea","T59",0,""
"Drosera pygmaea","T11",0,""
"Drosera pygmaea","T57",0,""
"Drosera pygmaea","T25",0,""
"Drosera pygmaea","T15",0,""
"Drosera pygmaea","T13",0,""
"Drosera pygmaea","T48",0,""
"Drosera pygmaea","T37",0,""
"Drosera pygmaea","T60",0,""
"Drosera pygmaea","T7",0,""
"Drosera pygmaea","T53",0,""
"Drosera pygmaea","T23",0,""
"Drosera pygmaea","T41",0,""
"Drosera pygmaea","T26",0,""
"Drosera pygmaea","T36",0,""
"Drosera pygmaea","T18",0,""
"Drosera pygmaea","T28",0,""
"Drosera pygmaea","T33",0,""
"Drosera pygmaea","T16",0,""
"Drosera pygmaea","T6",0,""
"Drosera pygmaea","T22",0,""
"Drosera pygmaea","T3",0,""
"Drosera pygmaea","T35",0,""
"Drosera pygmaea","T38",0,""
"Drosera pygmaea","T1",0,""
"Drosera spatulata","T44",6,""
"Drosera spatulata","T19",2,""
"Drosera spatulata","T4",10,""
"Drosera spatulata","T20",15,""
"Drosera spatulata","T12",0,""
"Drosera spatulata","T34",0,""
"Drosera spatulata","T40",0,""
"Drosera spatulata","T45",4,""
"Drosera spatulata","T29",10,""
"Drosera spatulata","T50",0,""
"Drosera spatulata","T42",0,""
"Drosera spatulata","T17",21,""
"Drosera spatulata","T18",0,""
"Drosera spatulata","T30",0,""
"Drosera spatulata","T14",0,""
"Drosera spatulata","T60",0,""
"Drosera spatulata","T9",16,""
"Drosera spatulata","T24",0,""
"Drosera spatulata","T46",0,""
"Drosera spatulata","T28",1,""
"Drosera spatulata","T59",2,""
"Drosera spatulata","T11",0,""
"Drosera spatulata","T57",0,""
"Drosera spatulata","T32",3,""
"Drosera spatulata","T10",0,""
"Drosera spatulata","T5",0,""
"Drosera spatulata","T48",0,""
"Drosera spatulata","T8",0,""
"Drosera spatulata","T27",0,""
"Drosera spatulata","T2",1,""
"Drosera spatulata","T43",0,""
"Drosera spatulata","T3",0,""
"Drosera spatulata","T35",0,""
"Drosera spatulata","T41",1,""
"Drosera spatulata","T49",0,""
"Drosera spatulata","T21",0,""
"Drosera spatulata","T47",0,""
"Drosera spatulata","T25",0,""
"Drosera spatulata","T53",1,""
"Drosera spatulata","T33",8,""
"Drosera spatulata","T6",0,""
"Drosera spatulata","T22",1,""
"Drosera spatulata","T16",0,""
"Drosera spatulata","T39",5,""
"Drosera spatulata","T13",7,""
"Drosera spatulata","T31",4,""
"Drosera spatulata","T23",1,""
"Drosera spatulata","T38",0,""
"Drosera spatulata","T15",0,""
"Drosera spatulata","T37",0,""
"Drosera spatulata","T7",23,""
"Drosera spatulata","T1",0,""
"Drosera spatulata","T36",0,""
"Drosera spatulata","T26",0,""
"Empodisma minus","T44",30,""
"Empodisma minus","T42",20,""
"Empodisma minus","T14",0,""
"Empodisma minus","T19",30,""
"Empodisma minus","T34",30,""
"Empodisma minus","T40",7,""
"Empodisma minus","T32",27,""
"Empodisma minus","T17",30,""
"Empodisma minus","T47",12,""
"Empodisma minus","T15",30,""
"Empodisma minus","T25",30,""
"Empodisma minus","T45",30,""
"Empodisma minus","T29",0,""
"Empodisma minus","T4",14,""
"Empodisma minus","T31",29,""
"Empodisma minus","T60",7,""
"Empodisma minus","T9",12,""
"Empodisma minus","T46",11,""
"Empodisma minus","T18",0,""
"Empodisma minus","T50",0,""
"Empodisma minus","T59",30,""
"Empodisma minus","T30",29,""
"Empodisma minus","T2",21,""
"Empodisma minus","T27",18,""
"Empodisma minus","T20",22,""
"Empodisma minus","T12",30,""
"Empodisma minus","T21",10,""
"Empodisma minus","T8",28,""
"Empodisma minus","T37",1,""
"Empodisma minus","T53",14,""
"Empodisma minus","T43",0,""
"Empodisma minus","T10",27,""
"Empodisma minus","T16",12,""
"Empodisma minus","T28",22,""
"Empodisma minus","T39",30,""
"Empodisma minus","T24",4,""
"Empodisma minus","T57",30,""
"Empodisma minus","T23",18,""
"Empodisma minus","T35",11,""
"Empodisma minus","T38",30,""
"Empodisma minus","T48",0,""
"Empodisma minus","T3",2,""
"Empodisma minus","T11",30,""
"Empodisma minus","T33",27,""
"Empodisma minus","T13",30,""
"Empodisma minus","T26",25,""
"Empodisma minus","T5",8,""
"Empodisma minus","T22",1,""
"Empodisma minus","T49",22,""
"Empodisma minus","T7",0,""
"Empodisma minus","T1",14,""
"Empodisma minus","T41",24,""
"Empodisma minus","T36",30,""
"Empodisma minus","T6",27,""
"Entolasia stricta","T44",1,""
"Entolasia stricta","T14",19,""
"Entolasia stricta","T34",5,""
"Entolasia stricta","T15",16,""
"Entolasia stricta","T57",7,""
"Entolasia stricta","T4",30,""
"Entolasia stricta","T17",1,""
"Entolasia stricta","T29",4,""
"Entolasia stricta","T19",16,""
"Entolasia stricta","T18",19,""
"Entolasia stricta","T40",0,""
"Entolasia stricta","T42",5,""
"Entolasia stricta","T49",4,""
"Entolasia stricta","T2",4,""
"Entolasia stricta","T47",5,""
"Entolasia stricta","T45",10,""
"Entolasia stricta","T41",1,""
"Entolasia stricta","T46",0,""
"Entolasia stricta","T24",1,""
"Entolasia stricta","T35",0,""
"Entolasia stricta","T25",24,""
"Entolasia stricta","T30",10,""
"Entolasia stricta","T5",0,""
"Entolasia stricta","T37",30,""
"Entolasia stricta","T32",14,""
"Entolasia stricta","T60",17,""
"Entolasia stricta","T9",17,""
"Entolasia stricta","T50",3,""
"Entolasia stricta","T16",0,""
"Entolasia stricta","T28",10,""
"Entolasia stricta","T59",24,""
"Entolasia stricta","T43",4,""
"Entolasia stricta","T3",7,""
"Entolasia stricta","T27",17,""
"Entolasia stricta","T10",6,""
"Entolasia stricta","T12",6,""
"Entolasia stricta","T31",19,""
"Entolasia stricta","T8",11,""
"Entolasia stricta","T7",10,""
"Entolasia stricta","T26",7,""
"Entolasia stricta","T20",16,""
"Entolasia stricta","T13",0,""
"Entolasia stricta","T1",2,""
"Entolasia stricta","T33",21,""
"Entolasia stricta","T39",7,""
"Entolasia stricta","T48",0,""
"Entolasia stricta","T22",28,""
"Entolasia stricta","T23",13,""
"Entolasia stricta","T53",12,""
"Entolasia stricta","T11",0,""
"Entolasia stricta","T21",18,""
"Entolasia stricta","T6",19,""
"Entolasia stricta","T38",15,""
"Entolasia stricta","T36",15,""
"Epacris microphylla","T14",0,""
"Epacris microphylla","T34",0,""
"Epacris microphylla","T29",0,""
"Epacris microphylla","T42",0,""
"Epacris microphylla","T19",0,""
"Epacris microphylla","T44",1,""
"Epacris microphylla","T17",4,""
"Epacris microphylla","T45",27,""
"Epacris microphylla","T2",18,""
"Epacris microphylla","T47",0,""
"Epacris microphylla","T50",0,""
"Epacris microphylla","T60",0,""
"Epacris microphylla","T30",0,""
"Epacris microphylla","T24",1,""
"Epacris microphylla","T57",0,""
"Epacris microphylla","T4",0,""
"Epacris microphylla","T32",0,""
"Epacris microphylla","T15",0,""
"Epacris microphylla","T18",4,""
"Epacris microphylla","T31",0,""
"Epacris microphylla","T28",14,""
"Epacris microphylla","T9",8,""
"Epacris microphylla","T12",0,""
"Epacris microphylla","T3",1,""
"Epacris microphylla","T27",3,""
"Epacris microphylla","T10",0,""
"Epacris microphylla","T59",0,""
"Epacris microphylla","T46",0,""
"Epacris microphylla","T8",0,""
"Epacris microphylla","T39",0,""
"Epacris microphylla","T20",2,""
"Epacris microphylla","T5",0,""
"Epacris microphylla","T13",0,""
"Epacris microphylla","T35",0,""
"Epacris microphylla","T22",0,""
"Epacris microphylla","T49",3,""
"Epacris microphylla","T38",0,""
"Epacris microphylla","T37",0,""
"Epacris microphylla","T53",15,""
"Epacris microphylla","T36",0,""
"Epacris microphylla","T43",0,""
"Epacris microphylla","T11",0,""
"Epacris microphylla","T16",0,""
"Epacris microphylla","T40",0,""
"Epacris microphylla","T7",0,""
"Epacris microphylla","T41",5,""
"Epacris microphylla","T48",20,""
"Epacris microphylla","T23",0,""
"Epacris microphylla","T1",0,""
"Epacris microphylla","T33",0,""
"Epacris microphylla","T25",0,""
"Epacris microphylla","T21",10,""
"Epacris microphylla","T6",0,""
"Epacris microphylla","T26",0,""
"Epacris obtusifolia","T34",14,""
"Epacris obtusifolia","T44",26,""
"Epacris obtusifolia","T17",26,""
"Epacris obtusifolia","T45",8,""
"Epacris obtusifolia","T30",21,""
"Epacris obtusifolia","T15",0,""
"Epacris obtusifolia","T29",15,""
"Epacris obtusifolia","T32",9,""
"Epacris obtusifolia","T2",0,""
"Epacris obtusifolia","T14",0,""
"Epacris obtusifolia","T42",0,""
"Epacris obtusifolia","T47",11,""
"Epacris obtusifolia","T10",30,""
"Epacris obtusifolia","T5",2,""
"Epacris obtusifolia","T4",9,""
"Epacris obtusifolia","T24",0,""
"Epacris obtusifolia","T60",0,""
"Epacris obtusifolia","T12",12,""
"Epacris obtusifolia","T57",25,""
"Epacris obtusifolia","T31",21,""
"Epacris obtusifolia","T37",0,""
"Epacris obtusifolia","T20",12,""
"Epacris obtusifolia","T19",17,""
"Epacris obtusifolia","T18",2,""
"Epacris obtusifolia","T8",0,""
"Epacris obtusifolia","T27",17,""
"Epacris obtusifolia","T43",0,""
"Epacris obtusifolia","T9",3,""
"Epacris obtusifolia","T13",30,""
"Epacris obtusifolia","T40",0,""
"Epacris obtusifolia","T49",0,""
"Epacris obtusifolia","T46",0,""
"Epacris obtusifolia","T59",22,""
"Epacris obtusifolia","T3",0,""
"Epacris obtusifolia","T25",21,""
"Epacris obtusifolia","T33",22,""
"Epacris obtusifolia","T35",0,""
"Epacris obtusifolia","T48",0,""
"Epacris obtusifolia","T22",0,""
"Epacris obtusifolia","T39",4,""
"Epacris obtusifolia","T7",2,""
"Epacris obtusifolia","T41",24,""
"Epacris obtusifolia","T16",0,""
"Epacris obtusifolia","T28",13,""
"Epacris obtusifolia","T50",1,""
"Epacris obtusifolia","T1",0,""
"Epacris obtusifolia","T21",7,""
"Epacris obtusifolia","T23",5,""
"Epacris obtusifolia","T11",11,""
"Epacris obtusifolia","T36",0,""
"Epacris obtusifolia","T53",10,""
"Epacris obtusifolia","T38",5,""
"Epacris obtusifolia","T26",5,""
"Epacris obtusifolia","T6",15,""
"Epacris paludosa","T19",0,""
"Epacris paludosa","T14",0,""
"Epacris paludosa","T29",0,""
"Epacris paludosa","T34",0,""
"Epacris paludosa","T2",0,""
"Epacris paludosa","T15",0,""
"Epacris paludosa","T44",0,""
"Epacris paludosa","T45",0,""
"Epacris paludosa","T30",0,""
"Epacris paludosa","T9",0,""
"Epacris paludosa","T42",0,""
"Epacris paludosa","T32",0,""
"Epacris paludosa","T17",0,""
"Epacris paludosa","T18",0,""
"Epacris paludosa","T4",0,""
"Epacris paludosa","T40",4,""
"Epacris paludosa","T20",0,""
"Epacris paludosa","T12",0,""
"Epacris paludosa","T3",0,""
"Epacris paludosa","T47",0,""
"Epacris paludosa","T60",0,""
"Epacris paludosa","T25",0,""
"Epacris paludosa","T49",0,""
"Epacris paludosa","T24",1,""
"Epacris paludosa","T50",0,""
"Epacris paludosa","T27",0,""
"Epacris paludosa","T10",0,""
"Epacris paludosa","T5",0,""
"Epacris paludosa","T57",0,""
"Epacris paludosa","T31",0,""
"Epacris paludosa","T39",0,""
"Epacris paludosa","T7",0,""
"Epacris paludosa","T43",0,""
"Epacris paludosa","T13",0,""
"Epacris paludosa","T28",0,""
"Epacris paludosa","T59",0,""
"Epacris paludosa","T41",0,""
"Epacris paludosa","T46",4,""
"Epacris paludosa","T37",0,""
"Epacris paludosa","T33",0,""
"Epacris paludosa","T1",0,""
"Epacris paludosa","T53",0,""
"Epacris paludosa","T8",0,""
"Epacris paludosa","T22",0,""
"Epacris paludosa","T16",0,""
"Epacris paludosa","T23",9,""
"Epacris paludosa","T48",0,""
"Epacris paludosa","T35",1,""
"Epacris paludosa","T21",7,""
"Epacris paludosa","T36",0,""
"Epacris paludosa","T6",0,""
"Epacris paludosa","T11",0,""
"Epacris paludosa","T26",0,""
"Epacris paludosa","T38",0,""
"Eriachne glabrata","T14",0,""
"Eriachne glabrata","T34",0,""
"Eriachne glabrata","T29",0,""
"Eriachne glabrata","T17",2,""
"Eriachne glabrata","T30",0,""
"Eriachne glabrata","T15",0,""
"Eriachne glabrata","T44",0,""
"Eriachne glabrata","T45",0,""
"Eriachne glabrata","T42",0,""
"Eriachne glabrata","T2",0,""
"Eriachne glabrata","T47",0,""
"Eriachne glabrata","T32",1,""
"Eriachne glabrata","T25",0,""
"Eriachne glabrata","T10",0,""
"Eriachne glabrata","T19",0,""
"Eriachne glabrata","T40",0,""
"Eriachne glabrata","T27",0,""
"Eriachne glabrata","T60",0,""
"Eriachne glabrata","T18",0,""
"Eriachne glabrata","T57",0,""
"Eriachne glabrata","T4",0,""
"Eriachne glabrata","T28",0,""
"Eriachne glabrata","T9",2,""
"Eriachne glabrata","T24",0,""
"Eriachne glabrata","T50",0,""
"Eriachne glabrata","T37",0,""
"Eriachne glabrata","T43",0,""
"Eriachne glabrata","T5",0,""
"Eriachne glabrata","T3",0,""
"Eriachne glabrata","T16",0,""
"Eriachne glabrata","T22",0,""
"Eriachne glabrata","T12",0,""
"Eriachne glabrata","T13",0,""
"Eriachne glabrata","T31",0,""
"Eriachne glabrata","T35",0,""
"Eriachne glabrata","T46",0,""
"Eriachne glabrata","T49",0,""
"Eriachne glabrata","T33",0,""
"Eriachne glabrata","T8",0,""
"Eriachne glabrata","T20",0,""
"Eriachne glabrata","T59",0,""
"Eriachne glabrata","T39",0,""
"Eriachne glabrata","T38",0,""
"Eriachne glabrata","T1",0,""
"Eriachne glabrata","T6",0,""
"Eriachne glabrata","T53",0,""
"Eriachne glabrata","T7",0,""
"Eriachne glabrata","T48",0,""
"Eriachne glabrata","T23",0,""
"Eriachne glabrata","T11",0,""
"Eriachne glabrata","T41",0,""
"Eriachne glabrata","T21",0,""
"Eriachne glabrata","T26",0,""
"Eriachne glabrata","T36",0,""
"Eucalyptus haemastoma","T30",0,""
"Eucalyptus haemastoma","T19",0,""
"Eucalyptus haemastoma","T47",0,""
"Eucalyptus haemastoma","T29",0,""
"Eucalyptus haemastoma","T10",0,""
"Eucalyptus haemastoma","T18",0,""
"Eucalyptus haemastoma","T44",0,""
"Eucalyptus haemastoma","T45",0,""
"Eucalyptus haemastoma","T42",0,""
"Eucalyptus haemastoma","T17",0,""
"Eucalyptus haemastoma","T15",0,""
"Eucalyptus haemastoma","T34",0,""
"Eucalyptus haemastoma","T40",0,""
"Eucalyptus haemastoma","T20",0,""
"Eucalyptus haemastoma","T14",0,""
"Eucalyptus haemastoma","T50",0,""
"Eucalyptus haemastoma","T24",0,""
"Eucalyptus haemastoma","T32",0,""
"Eucalyptus haemastoma","T5",0,""
"Eucalyptus haemastoma","T57",0,""
"Eucalyptus haemastoma","T31",0,""
"Eucalyptus haemastoma","T35",0,""
"Eucalyptus haemastoma","T12",0,""
"Eucalyptus haemastoma","T4",0,""
"Eucalyptus haemastoma","T3",0,""
"Eucalyptus haemastoma","T27",0,""
"Eucalyptus haemastoma","T33",0,""
"Eucalyptus haemastoma","T43",0,""
"Eucalyptus haemastoma","T2",0,""
"Eucalyptus haemastoma","T8",1,""
"Eucalyptus haemastoma","T60",0,""
"Eucalyptus haemastoma","T49",0,""
"Eucalyptus haemastoma","T46",0,""
"Eucalyptus haemastoma","T13",0,""
"Eucalyptus haemastoma","T16",0,""
"Eucalyptus haemastoma","T25",0,""
"Eucalyptus haemastoma","T39",0,""
"Eucalyptus haemastoma","T9",0,""
"Eucalyptus haemastoma","T37",0,""
"Eucalyptus haemastoma","T22",0,""
"Eucalyptus haemastoma","T28",0,""
"Eucalyptus haemastoma","T59",0,""
"Eucalyptus haemastoma","T11",0,""
"Eucalyptus haemastoma","T23",0,""
"Eucalyptus haemastoma","T6",0,""
"Eucalyptus haemastoma","T7",0,""
"Eucalyptus haemastoma","T41",0,""
"Eucalyptus haemastoma","T48",0,""
"Eucalyptus haemastoma","T38",0,""
"Eucalyptus haemastoma","T1",0,""
"Eucalyptus haemastoma","T36",0,""
"Eucalyptus haemastoma","T53",0,""
